0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
264.60541894205363,265.0399959410214,265.4699000934951,265.8949292122266,266.31490469620286,266.7296732304371,267.13910832156597,267.54311162634934,267.9416140260691,268.3345763956085,268.7219900116938,269.10387654041216,269.4802875397329,269.85130340836,270.21703170790266,270.57760478107775,270.93317658453697,271.2839186509698,271.63001509145835,271.97165654572746,272.3090329850238,272.6423252700036,272.97169536432557,273.29727510380775,273.6191534211992,273.9373619280813,274.2518587584183,274.56251058316593,274.8690727125022,275.1711672121396,275.4682589733443,275.759629693358,276.0443497446068,276.3212479382073,276.5888792207778,276.84549038445635,277.0889839194955,277.3168801981126,277.5262782488376,277.7138154639731,277.87562668061196,278.0073031897709,278.1038523604966,278.1596587182986,278.1684474919879,278.123251841962,278.016385207918,277.83942046624105,277.58317786738087,277.2377240305209,276.7923846037502,276.23577354655475,275.5558423470084,274.73995283147417,273.77497753445954,272.6474318341299,271.34364217510404,269.849954628776,268.1529876989277,266.2399325646682,264.09890274455233,261.71933333360664,259.0924273745376,256.21164345338207,253.07321416983442,249.67667969646527,246.02541427553453,242.12711639858597,237.9942259126934,233.64422389176795,229.09976442168093,224.38858214790082,219.54311612491367,214.59978953621874,209.59788610228094,204.5779666632129,199.57977190190005,194.63955708378367,189.78679926793924,185.04020449140583,180.40292222041586,175.85685320472084,171.35593350409155,166.8183342006719,162.1177173196522,157.07418588226577,151.44660607164292,144.92989319589827,137.16390918845556,127.76452513634473,116.39018341904033,102.85373794323863,87.27106489740274,70.20016867594333,52.68297063411972,36.103574691862754,21.864232139660466,11.01354625258475,4.014785317092167,0.7477368579172482
265.0399959410214,265.4907766314979,265.9369830207149,266.37841649927867,266.81490527596594,267.246306492001,267.6725081912996,268.0934311021153,268.50903018099797,268.9192958652908,269.3242549755806,269.7239712046047,270.11854512412197,270.50811363621335,270.8928487904305,271.2729558831803,271.6486707507802,272.0202561627855,272.387997217539,272.75219563749476,273.1131628578031,273.47121179802474,273.8266472037834,274.1797544428206,274.5307866384904,274.87995002341984,275.22738739718494,275.57315957470854,275.9172247171236,276.2594154445168,276.5994136408671,276.9367228763047,277.27063839129767,277.60021461246623,277.9242302014378,278.2411506776757,278.54908870485906,278.84576218964105,279.12845041309726,279.39394850073296,279.6385206385367,279.8578525624542,280.0470039892225,280.2003618203548,280.3115951409925,280.373613254272,280.3785282427272,280.31762383383716,280.1813326693869,279.95922443908097,279.6400077372513,279.2115489340661,278.6609118114031,277.974422184075,277.1377621858443,276.1360993108832,274.9542556134817,273.57692261075323,271.98892731071766,270.1755542818937,268.12292764525176,265.818455137786,263.2513337887227,260.4131130876012,257.29830666024554,253.90503732053827,250.23569295738233,246.297562227225,242.10340983023082,237.67194184960704,233.02810302919988,228.20314088246195,223.23436706808715,218.16454516973195,213.04083593515392,207.91323529322918,202.8324449750168,197.84711684049478,193.0004053739695,188.32574309271783,183.84171682638146,179.54586950014757,175.4071937407291,171.35705531908778,167.27836762635582,162.99320056688032,158.24995965551398,152.7133205230105,145.9638924743983,137.52041691313298,126.90369261021746,113.76223470682123,98.06186715079829,80.2914885627918,61.56744457693564,43.49756126104028,27.777265681780744,15.695155518722167,7.821401664814661,4.014785317092167
265.4699000934951,265.9369830207149,266.39956431207895,266.85744641271225,267.310461872275,267.75847591005055,268.2013888605133,268.6391384533697,269.07170187709306,269.499097569813,269.9213866760815,270.33867410255505,270.75110910001155,271.15888529341197,271.56224007592937,271.9614532770461,272.35684500900084,272.74877259008946,273.1376264376374,273.52382481793586,273.9078073351236,274.29002703600975,274.67094100326517,275.0509993054134,275.4306321687906,275.81023523434305,276.1901527610654,276.5706586383815,276.9519350722612,277.33404881484273,277.7169248154024,278.1003171824095,278.48377736295953,278.86661946810085,279.2478827015915,279.6262908867539,280.00020913282947,280.3675977402322,280.72596351525647,281.0723087511823,281.4030782367076,281.7141047768046,282.0005538583387,282.25686826635206,282.47671366031085,282.6529263567872,282.7774648401391,282.84136684015033,282.83471417952774,282.74660800835886,282.5651575095321,282.27748567874147,281.8697563509944,281.32722725214546,280.63433447909557,279.77481442290235,278.7318696941334,277.4883860151751,276.0272072070561,274.3314751824439,272.3850410895714,270.1729522267216,267.6820168290022,264.90144507338186,261.8235594278277,258.4445606212092,254.7653269872157,250.79221487980357,246.5378166666264,242.02162118295976,237.27051048683796,232.31901755650838,227.20926354498107,221.9904914546204,216.71811606314873,211.45221690142768,206.2554096578596,201.19003711400973,196.31461701612514,191.67946287899161,187.3213459333876,183.2569860523494,179.47504865721012,175.9262059918089,172.51076294427645,169.06351207950092,165.33621135706176,160.98001097888377,155.53429848575684,148.4358343094577,139.0722466324509,126.91094080789266,111.72121002585294,93.84912532793889,74.40358913433357,55.15393357548616,38.06399469320606,24.673621366565783,15.695155518722167,11.01354625258475
265.8949292122266,266.37841649927867,266.85744641271225,267.3318195067032,267.8013697518114,268.2659675877357,268.72552288578254,269.17998777384753,269.6293592712926,270.0736816754415,270.51304863554486,270.94760484398904,271.37754726826864,271.8031258408332,272.22464351737847,272.6424556075064,273.0569682749623,273.4686360978935,273.8779585728157,274.28547543924856,274.6917606953655,275.09741516854996,275.50305749856346,275.9093133852268,276.3168029472436,276.72612603426853,277.1378453307805,277.55246708811603,277.9704193205312,278.39202730294136,278.81748621262443,279.2468307654621,279.6799017101094,280.1163090619276,280.555391983815,280.99617525468256,281.4373223098955,281.87708489341395,282.3132494307253,282.7430803173562,283.1632604224477,283.56982923355815,283.95811922093117,284.32269118069433,284.6572695311844,284.9546787896607,285.20678275353356,285.40442825688905,285.53739577597236,285.59435962286415,285.56286100081155,285.42929780183835,285.1789357083944,284.79594591115324,284.26347556071255,283.5637579041279,282.67826987057504,281.587945589929,280.27345484527757,278.71555562469484,276.8955295499496,274.7957077701562,272.4000926200545,269.6950766278926,266.6702549889169,263.3193201202876,259.64101722858175,255.64012801511512,251.32843609914502,246.72561324693294,241.8599513055738,236.76885252000534,231.49898256078734,226.10598788650245,220.65368311128537,215.2126245689761,209.85800084407018,204.66678446072117,199.71409281549515,195.0686894537353,190.78750555674722,186.90896295449323,183.44472629482118,180.36931156158184,177.60677978911363,175.01369011216434,172.35791289476128,169.29452031072668,165.34405801266382,159.8868131314238,152.20004047601032,141.57859878182012,127.5738370662191,110.32563722057283,90.8349289505,70.92292955130394,52.74273688104337,38.06399469320606,27.777265681780744,21.864232139660466
266.31490469620286,266.81490527596594,267.310461872275,267.8013697518114,268.2874609015741,268.7686076063979,269.2447259705035,269.71577933498355,270.18178153725427,270.6427999523432,271.0989582494563,271.55043879059247,271.99748459106416,272.440400754663,272.87955528889154,273.3153791981991,273.7483657455152,274.17906876460717,274.60809989790965,275.0361246265215,275.46385695107216,275.8920525741766,276.32150042728375,276.75301237699136,277.18741093844153,277.6255148164386,278.06812208864494,278.515990839933,278.96981705309463,279.4302095591459,279.89766185104696,280.37252056857346,280.8549504702896,281.3448957222217,281.8420373532785,282.3457467562863,282.85503515252566,283.36849898895673,283.884261303259,284.39990917505156,284.91242748520307,285.4181293323604,285.9125836105664,286.3905404384435,286.8458553539231,287.271413454654,287.659054979713,287.9995042007012,288.282303928383,288.495758454172,288.62688834381345,288.66140119285,288.5836832470531,288.37681768851485,288.02263638371903,287.5018129642614,286.7940062239694,285.878063898514,284.73229783576227,283.3348422061424,281.6641065188026,279.6993345076105,277.4212780660089,274.8129919165147,271.86074914494844,268.55506968436777,264.8918429880703,260.8735124111065,256.5102725349449,251.8212126611993,246.8353214489545,241.59225130680295,236.14272929041064,230.5484965912851,224.8816633133413,219.22337964988583,213.6617466963993,208.28891423658115,203.19732890165406,198.47508975583514,194.20032166763394,190.43437027795812,187.2134391234404,184.53802481255852,182.3591898758106,180.5604611680254,178.93426877648218,177.15306930631144,174.73906053944913,171.04494819085636,165.27348232114315,156.58202292118756,144.32070635120328,128.39689378472065,109.6170630992362,89.72126926033785,70.92292955130394,55.15393357548616,43.49756126104028,36.103574691862754
266.7296732304371,267.246306492001,267.75847591005055,268.2659675877357,268.7686076063979,269.26626616484975,269.75886170245826,270.2463649573824,270.7288029049777,271.20626251471293,271.6788942569565,272.146915283702,272.61061219973146,273.0703433328667,273.5265404038653,273.9797094881671,274.43043115312895,274.87935964558545,275.32722099556236,275.77480989276023,276.22298518301875,276.6726638224,277.1248131168265,277.58044106542206,278.04058461593615,278.5062956309992,278.9786243546714,279.45860016006077,279.94720935108114,280.4453697851783,280.9539020797081,281.4734971634068,282.00467993704655,282.5477688151316,283.1028309348235,283.6696328408984,284.24758648844085,284.8356904504568,285.43246627826767,286.03589004137064,286.6433191737669,287.2514148793077,287.85606050367034,288.45227647001366,289.03413260481994,289.5946589565098,290.1257565398786,290.61810983345237,291.0611033252893,291.4427449580195,291.7495999799929,291.966739481081,292.07770879328007,292.06452197923744,291.9076898209261,291.5862900482679,291.07808998539997,290.3597332810934,289.4070038253398,288.1951811714509,286.699502539727,284.89574643967717,282.76095167593814,280.2742824636046,277.4180449648912,274.17885215112483,270.54892196162103,266.52747798527827,262.1222024831166,257.350669314346,252.24166089913996,246.8362513764781,241.18852106211997,235.3657590491157,229.44801475794526,223.52687721309732,217.70339143649872,212.0850586558633,206.78189945213433,201.90156906694395,197.5434793591656,193.791776918895,190.70682743680823,188.31454843402622,186.59253258404345,185.45150990612032,184.71060149152635,184.0657324601315,183.05397893703454,181.0250018229333,177.1465590209357,170.49198319318964,160.26479818903076,146.16595098325195,128.76870125334648,109.6170630992362,90.8349289505,74.40358913433357,61.56744457693564,52.68297063411972
267.13910832156597,267.6725081912996,268.2013888605133,268.72552288578254,269.2447259705035,269.75886170245826,270.26784632077334,270.7716534634618,271.27031883992925,271.7639447656404,272.25270448859146,272.7368462293243,273.216696847978,273.69266504329426,274.165243979608,274.6350132286489,275.102639903468,275.5688788519771,276.03457176744536,276.50064506281143,276.968106344847,277.4380393130175,277.9115968963385,278.3899924296275,278.87448865833755,279.36638434872344,279.86699826755546,280.37765028319336,280.8996393278729,281.43421794999404,281.98256317565216,282.5457433913985,283.1246809562983,283.7201102520371,284.33253088664776,284.96215578227134,285.60885390239036,286.2720874117117,286.9508431152264,287.6435580951926,288.34803955956653,289.0613790368795,289.7798612054056,290.49886783402536,291.2127775446482,291.91486238870135,292.5971825717213,293.2504810710414,293.8640803846902,294.42578424025265,294.92178779868067,295.33660073049197,295.652988542673,295.85193871569817,295.9126595890632,295.81262151826496,295.52765160496006,295.03209523232204,294.29905962843856,293.3007565720777,292.0089628945135,290.3956182481464,288.433579199399,286.09754640596753,283.365176673207,280.2183831926968,276.6448144263952,272.63948431037903,268.2065035887708,263.36083481985565,258.12996370396894,252.55534998464927,246.69349670891356,240.61646242967905,234.4116422353836,228.18066388283725,222.03728470963804,216.1042276111208,210.50894712103002,205.37834878492885,200.8324692425112,196.97702973438925,193.8945725393232,191.633559489431,190.19436743217605,189.510651893506,189.42435487899598,189.65340766803934,189.754379805792,189.0903676327903,186.82969121597222,182.02115528198178,173.79924466147457,161.72803980277,146.16595098325195,128.39689378472065,110.32563722057283,93.84912532793889,80.2914885627918,70.20016867594333
267.54311162634934,268.0934311021153,268.6391384533697,269.17998777384753,269.71577933498355,270.2463649573824,270.7716534634618,271.2916161627319,271.8062923138948,272.3157945002449,272.8203138467257,273.3201249984693,273.81559077172415,274.307166378773,274.79540311876,275.28095141629154,275.7645630792301,276.24709263626204,276.7294976035466,277.2128375180261,277.6982715627324,278.1870545966347,278.68053138816765,279.1801288375299,279.6873459581253,280.2037413721428,280.7309180593047,281.2705050814062,281.82413598865935,282.3934235974485,282.9799308134435,283.5851371598949,284.21040065935705,284.85691470938355,285.5256595905362,286.2173482503512,286.9323660220867,287.6707039649066,288.43188555584436,289.21488652703306,290.01804772837636,290.83898101058827,291.6744682714724,292.52035399518786,293.3714318467243,294.2213261696918,295.06236958423466,295.8854783049787,296.6800273107523,297.4337281162617,298.1325126428863,298.76042758770245,299.2995447772336,299.72989429849315,300.0294287573643,300.17402884977076,300.13756255536845,299.89201265794696,299.40768989343877,298.65355168212744,297.597648865877,296.2077247502875,294.4519914736324,292.30010751355,289.7243760179942,286.701175466232,283.2126207369915,279.2484329519339,274.8079699219999,269.9023360077765,264.55645245555263,258.81093033078093,252.7235535360734,246.37015616468437,239.84467418834964,233.2581723201988,226.73669477886483,220.41785850693097,214.44618475489852,208.96722545156086,204.12055178152525,200.03159729979677,196.80215354012176,194.49898457538256,193.13957878781505,192.67359956654104,192.95843410460748,193.7280650662881,194.55766060071747,194.83387892024604,193.75460012658363,190.39861788470952,183.90978415951562,173.79924466147457,160.26479818903076,144.32070635120328,127.5738370662191,111.72121002585294,98.06186715079829,87.27106489740274
267.9416140260691,268.50903018099797,269.07170187709306,269.6293592712926,270.18178153725427,270.7288029049777,271.27031883992925,271.8062923138948,272.3367601120338,272.86183911238237,273.3817324653535,273.89673559162276,274.4072419071967,274.9137481744177,275.41685936720324,275.91729292790944,276.4158822818602,276.91357946375,277.4114566977702,277.91070676036236,278.41264194090166,278.91869140123976,279.430396719825,279.94940538992466,280.47746202423286,281.01639699976926,281.56811225743866,282.1345639499806,282.7177416104318,283.31964349096666,283.94224769953274,284.5874787398028,285.2571690395936,285.9530150354175,286.6765273679172,287.428974736751,288.2113209665948,289.02415485139306,289.86761237534193,290.74129096035557,291.6441554654693,292.57443576876676,293.52951590256197,294.5058148938956,295.4986596919935,296.5021508503573,297.5090219834947,298.5104944491584,299.4961292318005,300.45367864155526,301.368941220685,302.2256241977746,303.0052189877767,303.6868966485069,304.2474319208559,304.66116654942425,304.90002504102824,304.9335988840784,304.7293184883588,304.25273559999414,303.4679424689614,302.3381571968018,300.8265068488101,298.8970401861771,296.5159990699377,293.65337024277324,290.28472566308534,286.3933382527714,281.97252966147107,277.02816726613645,271.5811806012384,265.6699165774964,259.35210478301195,252.70616803450423,245.8315997282263,238.84814799846907,231.89360225113572,225.12006675364754,218.68871321224557,212.76310131193299,207.50120425691642,203.0462328473659,199.51618098850756,196.9917051413469,195.5015364274883,195.004240939702,195.36511613815654,196.32800756940952,197.48502003767388,198.2540130029413,197.88505322497272,195.52881319699043,190.39861788470952,182.02115528198178,170.49198319318964,156.58202292118756,141.57859878182012,126.91094080789266,113.76223470682123,102.85373794323863
268.3345763956085,268.9192958652908,269.499097569813,270.0736816754415,270.6427999523432,271.20626251471293,271.7639447656404,272.3157945002449,272.86183911238237,273.40219284147827,273.9370639867569,274.4667620063582,274.99170440854743,275.51242333147286,276.0295716966773,276.54392880985085,277.05640527007176,277.5680470360042,278.08003848412545,278.5937042799658,279.1105098684474,279.6320603735575,280.16009768063554,280.69649545630375,281.24325184135034,281.80247953049553,282.3763929298149,282.9672920575516,283.5775428271721,284.20955332295244,284.86574564849946,285.54852289803307,286.26023076991464,287.00311331312884,287.77926227196974,288.5905594743082,289.4386116973224,290.3246774448277,291.24958508627844,292.2136418436518,293.2165331738117,294.25721218617895,295.3337788647132,296.44334903603163,297.5819132494084,298.74418601786357,299.92344622265193,301.11136991860826,302.2978573109459,303.47085632614966,304.61618599815233,305.7173638721783,306.75544283873387,307.70886430634914,308.55333647098814,309.2617487158383,309.80413594859175,310.1477100082124,310.2569791620124,310.09398110193024,309.6186595448093,308.7894191634424,307.5638974758196,305.899994508408,303.75720012756335,301.09825307893766,297.89115281436574,294.1115228178983,289.74529037430074,284.7916015594448,279.2658325996374,273.20249351754825,266.65775479042026,259.7112741234118,252.4669726880753,245.0524225084285,237.61656862832237,230.32562055612397,223.35709148717942,216.89210835545097,211.10621485963912,206.1588934700217,202.18190303318232,199.26626067315024,197.44734634970592,196.6873371578803,196.85432302152623,197.6986176665702,198.82985239621212,199.7042985205653,199.64014934024004,197.88505322497272,193.75460012658363,186.82969121597222,177.1465590209357,165.27348232114315,152.20004047601032,139.0722466324509,126.90369261021746,116.39018341904033
